derivation,example,explanation,pinyin,word,abbreviation,pinyin_r,first,last
明·冯梦龙《东周列国志》第一回各军士未及领赏，草草而散。正是乘兴而来，败兴而返。”,无,败兴遇到和想象不一致的事而情绪低落。扫兴地归来。,bài xìng ér guī,败兴而归,bxeg,bai xing er gui,bai,gui
《庄子·盗跖》摇唇鼓舌，擅生是非。”元·李寿卿《伍员吹箫》第一折他在平公面前，搬弄我许多事非。”,况三姑六婆，里外搬弄是非，何能不生事端。★清·李汝珍《镜花缘》第十二回,搬弄挑拔。把别人的话传来传去，有意挑拔，或在背后乱加议论，引起纠纷。,bān nòng shì fēi,搬弄是非,bnsf,ban nong shi fei,ban,fei
清·李绿园《歧路灯》第九十三回议亲之事，这三位老伯，并儿的外父一并说好，那就石板上钉钉，就如我爹订的一般。”,海云是已经定性、已经作了～的正式结论的阶级敌人。★王蒙《蝴蝶》,在石板上钉上铁钉。比喻事情已经决定，不能改变。,bǎn shàng dìng dīng,板上钉钉,bsdd,ban shang ding ding,ban,ding
清·蒋士诠《冬青树·提纲》半壁江山，比五季朝廷尤小。”,军声壮，阵法多，～全仗我。★清·吴梅《风洞山·阅兵》,半壁半边；江山比喻国家疆土。指在敌人入侵后残存或丧失的部分国土。,bàn bì jiāng shān,半壁江山,bbjs,ban bi jiang shan,ban,shan
宋·释普济《五灯会元》卷十一问‘来时无物去时空，二路俱迷，如何得不迷去？’师曰‘秤头半斤，秤尾八两。’”宋·释惟白《建中靖国续灯录》踏着秤锤硬似铁，八两元来是半斤。”,众将看他两个本事，都是～的，打扮也差不多。★明·施耐庵《水浒全传》第一百七回,八两即半斤。一个半斤，一个八两。比喻彼此一样，不相上下。,bàn jīn bā liǎng,半斤八两,bjbl,ban jin ba liang,ban,liang
《京本通俗小说·错斩崔宁》先前读书，后来看看不济，却去改业做生意。便是半路出家的一般。”,他不理会内行的嗤笑，写啊改啊，改啊写啊，终于写出了好作品，成了一个颇有希望的～的作家。★公今度《长短录》,原指成年后才出家做和尚或尼姑。比喻中途改行，从事另一工作。,bàn lù chū jiā,半路出家,blcj,ban lu chu jia,ban,jia
无,说来说去，我究竟在半梦半醒之间，做了些甚么呢？★倪匡《卖命·半梦半醒》,指睡眠尚未清醒。,bàn mèng bàn xǐng,半梦半醒,bmbx,ban meng ban xing,ban,xing
汉·张仲景《金匮要略·中风历节》无风之为病，当半身不遂，或但臂不遂者，此为痹脉微而数中风使然。”,蒋百里在宜山的南边路上，汽车坏了，他受了一下子凉，就有一点～的样子。★冯玉祥《我所认识的蒋介石》第三十一章,遂通随”，顺从。原为医学病症名，指半边身体不能随意转动。有时比喻诗文部分好，部分不好，不够匀称。,bàn shēn bù suí,半身不遂,bsbs,ban shen bu sui,ban,sui
参见半生半熟”。,五个中间的老徐能说几句～的广府话。★茅盾《过封锁线》,没有完全成熟或未烹煮至可食用的程度。比喻不熟悉；不熟练。,bàn shēng bù shú,半生不熟,bsbs,ban sheng bu shu,ban,shu
清·朱柏庐《治家格言》一粥一饭，当思来处不易；半丝半缕，恒念物力维艰。”,无,缕线。半根丝，半缕线。形容数量少，价值极其微小的东西。,bàn sī bàn lǜ,半丝半缕,bsbl,ban si ban lv,ban,lv
参见半死半生”。,想跑，水裹住他的脚，他就那么～的，低着头一步一步的往前曳。★老舍《骆驼祥子》十八,指没有生机和活力。死又死不了，活着又受罪。,bàn sǐ bù huó,半死不活,bsbh,ban si bu huo,ban,huo
《礼记·中庸》君子遵道而行，半途而废，吾弗难已矣。”,如果就此请假回国，这里的事～，将来保举弄不到，白吃一趟辛苦。★清·李宝嘉《官场现形记》第五十六回,废停止。指做事不能坚持到底，中途停顿，有始无终。,bàn tú ér fèi,半途而废,btef,ban tu er fei,ban,fei
元·王实甫《西厢记》第四本第一折半推半就，又惊又爱，檀口揾香腮。”,与其学那俗态，～，耽搁工夫；据俺主意，不如从实收了，倒也爽快。★清·李汝珍《镜花缘》第三回,推抵拒，推托；就靠拢，迎上去。一面推辞，一面靠拢上去。形容装腔作势假意推辞的样子。,bàn tuī bàn jiù,半推半就,btbj,ban tui ban jiu,ban,jiu
三国·魏·嵇康《答释难宅无吉凶摄生论》苟卜筮所以成相，虎可卜而地可择，何为半信而半不信耶？”,众人听了，也都～。★清·曹雪芹《红楼梦》第九十四回,有点相信，又有点怀疑。表示对真假是非不能肯定。,bàn xìn bàn yí,半信半疑,bxby,ban xin ban yi,ban,yi
元·马致远《青衫泪》第三折这船上是什么人，半夜三更，大呼小叫的。”,他常常工作到～。,一夜分为五更，三更是午夜十二时。指深夜。,bàn yè sān gēng,半夜三更,bysg,ban ye san geng,ban,geng
元·范居中《金殿喜重重·秋思》套曲我这里千回右转自彷徨，撇不下多情数桩。半真半假乔摸样，宜嗔宜喜娇情况，知疼知热俏心肠。”,刘老义们～地喊叫着不让他们逃，还故意打了几枪，然后带着余下的一部分转回大庙。★姚雪垠《长夜》第二十六章,一半真情，一半假意。不是完全真实的。,bàn zhēn bàn jiǎ,半真半假,bzbj,ban zhen ban jia,ban,jia
明·冯梦龙《警世通言》第十七卷谁知三场得意，榜上无名。自五岁进场，到今二十一岁，三科不中。”,这话令兄也说过，若～，大家莫想他回来。★清·李汝珍《镜花缘》第四十二回,张贴的名单上没有名字。泛指落选。,bǎng shàng wú míng,榜上无名,bswm,bang shang wu ming,bang,ming
明·孟称舜《鹦鹉墓贞文记》他一双儿女两情坚，休得棒打鸳鸯作话传。”,啼痕界破残妆面，德言分镜几时圆？远水高山，眼睁睁～散。★明·李开先《宝剑记》第十九出,用木棒打散一双鸳鸯。比喻拆散恩爱的夫妻或情侣。,bàng dǎ yuān yāng,棒打鸳鸯,bdyy,bang da yuan yang,bang,yang
周立波《暴风骤雨》第二部二三媒婆真是包办代替的老祖宗，可真是把人坑害死了。”,我们工作同志作好参谋，不要指手划脚，～。★陈残云《山谷风烟》第三四章,指应该和有关的人一起商量或一起做的事，却独自办理，不让旁人参与。,bāo bàn dài tì,包办代替,bbdt,bao ban dai ti,bao,ti
《求是》1996年第17期这类机构并不影响各个公司、企业实施光彩事业项目，更不能包打天下。”,无,包承担全部任务，负责完成。将打天下的整个任务承担下来。常指人逞强争胜。,bāo dǎ tiān xià,包打天下,bdtx,bao da tian xia,bao,xia
《黄帝宅经》卷上所以包罗万象，举一千从，运变无形而能化物，大矣哉，阴阳之理也。”,你怎言～，迟早飞升。★明·许仲琳《封神演义》第十三回,包罗包括；万象宇宙间的一切景象，指各种事物。形容内容丰富，应有尽有。,bāo luó wàn xiàng,包罗万象,blwx,bao luo wan xiang,bao,xiang
明·罗贯中《三国演义》第七十回忠（黄忠）怒曰‘竖子欺吾年老！吾手中宝刀却不老。’”,无,比喻虽然年龄已大或脱离本行已久，但功夫技术并没减退。,bǎo dāo bù lǎo,宝刀不老,bdbl,bao dao bu lao,bao,lao
无,爷爷虽然年纪很大了，但宝刀未老，依然每天出去晨练。,形容人到老年还依然威猛，不减当年。,bǎo dāo wèi lǎo,宝刀未老,bdwl,bao dao wei lao,bao,lao
王蒙《轮下》而你是一个四十六岁的男人，饱经沧桑，眼角皱纹细密如网。”,无,饱充分。沧桑沧海变桑田的简缩。泛指世事的变化。经历过多次的世事变化，生活经历极为丰富。,bǎo jīng cāng sāng,饱经沧桑,bjcs,bao jing cang sang,bao,sang
清·孔尚任《桃花扇》第二十一出鸡皮瘦损，看饱经雪霜，丝鬓如银。”,人们那被晒黑的～的脸上，显出严肃而紧张的神情。★冯德英《苦菜花》第一章,饱充分；经经历；风霜比喻艰难困苦。形容经历过长期的艰难困苦的生活和斗争。,bǎo jīng fēng shuāng,饱经风霜,bjfs,bao jing feng shuang,bao,shuang
冰心《跟小朋友谈访埃观感》在保家卫国的强烈感情里，我们两国人民是血肉相连的！”,无,保卫家乡和祖国。,bǎo jiā wèi guó,保家卫国,bjwg,bao jia wei guo,bao,guo
《淮南子·氾论训》（文）种辅翼越王勾践。而为之报怨雪耻。”,滥官害民贱徒，把我全家诛戮，今日正好报仇雪恨！★明·施耐庵《水浒全传》第五十八回,雪洗刷掉。报冤仇，除仇恨。,bào chóu xuě hèn,报仇雪恨,bcxh,bao chou xue hen,bao,hen
参见保残守缺”。,这些似乎都是～，汇集众说而成。★朱自清《经典常谈·周易第二》,抱着残缺陈旧的东西不放。形容思想保守，不求改进。,bào cán shǒu quē,抱残守缺,bcsq,bao can shou que,bao,que
程树榛《大学时代》刘向明和另外两人，抱成一团，异想天开地搞什么科学研究，在同学中造成很坏的影响。”,他们相互～，结党营私。,保持一致，行动起来像一个人。形容关系极为亲密。,bào chéng yī tuán,抱成一团,bcyt,bao cheng yi tuan,bao,tuan
清·刘鹗《老残游记》第四回这里于家父子同他家里人抱头痛哭。”,他的妻子不幸去世，他～，悲痛欲绝。,指十分伤心或感动，抱头大哭。,bào tóu tòng kū,抱头痛哭,bttk,bao tou tong ku,bao,ku
《老子》第二十三章故飘风不终朝，骤雨不终日。”,有雌雄二鸟，原在一处同飞，忽被～惊散。★明·吴承恩《西游记》第六十九回,暴、骤急速，突然。又猛又急的大风雨。比喻声势浩大，发展急速而猛烈。,bào fēng zhòu yǔ,暴风骤雨,bfzy,bao feng zhou yu,bao,yu
周恩来《评马歇尔离华声明》美帝国主义的对华政策已原形毕露，蒋介石政府的卖国外交亦暴露无遗。”,无,暴露显露，显现；遗遗漏。全都暴露出来。,bào lù wú yí,暴露无遗,blwy,bao lu wu yi,bao,yi
《尚书·武成》今商王受无道，暴殄天物，害虐焌民。”,既有许多值钱有东西，任人作践了，也似乎～。★清·曹雪芹《红楼梦》第五十六回,暴损害，糟蹋；殄灭绝；天物指自然生物。原指残害灭绝天生万物◇指任意糟蹋东西，不知爱惜。,bào tiǎn tiān wù,暴殄天物,bttw,bao tian tian wu,bao,wu
《古诗为焦仲卿妻作》我有亲父兄，性行暴如雷。”,他哥哥知道了，气得～。叫了他去骂。★清·吴趼人《二十年目睹之怪现状》第二十三回,暴暴烈，急躁。急怒叫跳，象打雷一样猛烈。形容又急又怒，大发脾气的样子。,bào tiào rú léi,暴跳如雷,btrl,bao tiao ru lei,bao,lei
宋·魏了翁《江陵州丛兰精舍记》公卿大臣皆卑躬屈膝唯后，虽谢安石之贤也，而犹不能免。”,不管有多大困难也不能向朝廷～，用变节投降的办法，苟安一时。★姚雪垠《李自成》第一卷第十四章,卑躬低头弯腰；屈膝下跪。形容没有骨气，低声下气地讨好奉承。,bēi gōng qū xī,卑躬屈膝,bgqx,bei gong qu xi,bei,xi
汉·应劭《风俗通义·世间多有见怪》时北壁上有悬赤弩照于杯，形如蛇。宣畏恶之，然不敢不饮。”,金玦厖凉含隐痛，～负奇冤。★清·黄遵宪《感事》诗,将映在酒杯里的弓影误认为蛇。比喻因疑神疑鬼而引起恐惧。,bēi gōng shé yǐng,杯弓蛇影,bgsy,bei gong she ying,bei,ying
《孟子·告子上》今之为人者，犹以一杯水救一车薪之火也。”,有新债未动毫分的，除了承许夏鼎三十两外，大有～之状。★清·李绿园《歧路灯》第七十四回,用一杯水去救一车着了火的柴草。比喻力量太小，解决不了问题。,bēi shuǐ chē xīn,杯水车薪,bscx,bei shui che xin,bei,xin
三国·魏·曹操《短歌行》悲从中来，不可断绝。”,大家联了此语，益觉～，泣不可抑。★蔡东藩、许廑父《民国通俗演义》第二十回,中内心。悲痛的感情从内心涌出来。,bēi cóng zhōng lái,悲从中来,bczl,bei cong zhong lai,bei,lai
无,生活的艰辛，爱憎的苦恼，使她产生了悲观厌世的情绪。,厌世厌弃人世。对生活失去信心，精神颓丧，厌弃人世。,bēi guān yàn shì,悲观厌世,bgys,bei guan yan shi,bei,shi
宋·苏轼《水调歌头》词人有悲欢离合，月有阴睛阳缺，此事古难全。”,童年的记忆最单纯最真切，影响最深最久，种种～，回想起来最有意思。★朱自清《我是扬州人》,悲伤、欢乐、离散、聚会。泛指生活中经历的各种境遇和由此产生的各种心情。,bēi huān lí hé,悲欢离合,bhlh,bei huan li he,bei,he
唐·韩愈《争臣论》彼二圣一贤者，岂不知自安佚之为乐哉？诚畏天命而悲人穷也。”,君生平绝口弗谈政治，独其～之怀，流露于不自觉，有如此者。★柳亚子《燕子龛遗诗序》,悲天哀叹时世；悯人怜惜众人。指哀叹时世的艰难，怜惜人们的痛苦。,bēi tiān mǐn rén,悲天悯人,btmr,bei tian min ren,bei,ren
无,她听到儿子遭到车祸的消息，悲痛欲绝。,绝穷尽。悲哀伤心到了极点。,bēi tòng yù jué,悲痛欲绝,btyj,bei tong yu jue,bei,jue
《晋书·王弇传》当大明之盛，而守局遐外，不得奉瞻大礼，闻问之日，悲喜交集。”,～的父亲紧紧抱住了久别的儿子。,交共。悲伤和喜悦的心情交织在一起。,bēi xǐ jiāo jí,悲喜交集,bxjj,bei xi jiao ji,bei,ji
